//https://152.69.217.32/IPTV/zb.txt
央视,#genre#
大湾区卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8

河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8

北京卫视,https://cntv.sbs/tv?auth=2309081833&id=bjws
东方卫视,https://cntv.sbs/tv?auth=2309081833&id=dfws
天津卫视,https://cntv.sbs/tv?auth=2309081833&id=tjws
重庆卫视,https://cntv.sbs/tv?auth=2309081833&id=cqws
黑龙江卫视,https://cntv.sbs/tv?auth=2309081833&id=hljws
吉林卫视,https://cntv.sbs/tv?auth=2309081833&id=jlws
辽宁卫视,https://cntv.sbs/tv?auth=2309081833&id=lnws
内蒙古卫视,https://cntv.sbs/tv?auth=2309081833&id=nmws
宁夏卫视,https://cntv.sbs/tv?auth=2309081833&id=nxws
甘肃卫视,https://cntv.sbs/tv?auth=2309081833&id=gsws
青海卫视,https://cntv.sbs/tv?auth=2309081833&id=qhws
陕西卫视,https://cntv.sbs/tv?auth=2309081833&id=sxws
河北卫视,https://cntv.sbs/tv?auth=2309081833&id=hbws
山西卫视,https://cntv.sbs/tv?auth=2309081833&id=sxiws
山东卫视,https://cntv.sbs/tv?auth=2309081833&id=sdws
安徽卫视,https://cntv.sbs/tv?auth=2309081833&id=ahws
河南卫视,https://cntv.sbs/tv?auth=2309081833&id=hnws
湖北卫视,https://cntv.sbs/tv?auth=2309081833&id=hubws
湖南卫视,https://cntv.sbs/tv?auth=2309081833&id=hunws
江西卫视,https://cntv.sbs/tv?auth=2309081833&id=jxws
江苏卫视,https://cntv.sbs/tv?auth=2309081833&id=jsws
浙江卫视,https://cntv.sbs/tv?auth=2309081833&id=zjws
东南卫视,https://cntv.sbs/tv?auth=2309081833&id=dnws
厦门卫视,https://cntv.sbs/tv?auth=2309081833&id=xmws
广东卫视,https://cntv.sbs/tv?auth=2309081833&id=gdws
深圳卫视,https://cntv.sbs/tv?auth=2309081833&id=szws
广西卫视,https://cntv.sbs/tv?auth=2309081833&id=gxws
云南卫视,https://cntv.sbs/tv?auth=2309081833&id=ynws
贵州卫视,https://cntv.sbs/tv?auth=2309081833&id=gzws
四川卫视,https://cntv.sbs/tv?auth=2309081833&id=scws
康巴卫视,https://cntv.sbs/tv?auth=2309081833&id=kbws
新疆卫视,https://cntv.sbs/tv?auth=2309081833&id=xjws
兵团卫视,https://cntv.sbs/tv?auth=2309081833&id=btws
西藏卫视,https://cntv.sbs/tv?auth=2309081833&id=xzws
海南卫视,https://cntv.sbs/tv?auth=2309081833&id=hinws
三沙卫视,https://cntv.sbs/tv?auth=2309081833&id=ssws
海峡卫视,https://cntv.sbs/tv?auth=2309081833&id=hxws
北京纪实科教,https://cntv.sbs/tv?auth=2309081833&id=bjjskj
五星体育,https://cntv.sbs/tv?auth=2309081833&id=wxty
东方财经,https://cntv.sbs/tv?auth=2309081833&id=dfcj
第一财经,https://cntv.sbs/tv?auth=2309081833&id=dycj
哈哈炫动,https://cntv.sbs/tv?auth=2309081833&id=hhxd
法治天地,https://cntv.sbs/tv?auth=2309081833&id=fztd
欢笑剧场,https://cntv.sbs/tv?auth=2309081833&id=hxjc
都市剧场,https://cntv.sbs/tv?auth=2309081833&id=dsjc
上海新闻综合,https://cntv.sbs/tv?auth=2309081833&id=shxwzh
上海都市,https://cntv.sbs/tv?auth=2309081833&id=shds
上海ICS外语,https://cntv.sbs/tv?auth=2309081833&id=shics
纪实人文,https://cntv.sbs/tv?auth=2309081833&id=shjsrw
七彩戏剧,https://cntv.sbs/tv?auth=2309081833&id=qcxj
动漫秀场,https://cntv.sbs/tv?auth=2309081833&id=dmxc
劲爆体育,https://cntv.sbs/tv?auth=2309081833&id=jbty
新视觉,https://cntv.sbs/tv?auth=2309081833&id=xsj
游戏风云,https://cntv.sbs/tv?auth=2309081833&id=yxfy
生活时尚,https://cntv.sbs/tv?auth=2309081833&id=shss
金色学堂,https://cntv.sbs/tv?auth=2309081833&id=jspd
乐游,https://cntv.sbs/tv?auth=2309081833&id=qjs
魅力足球,https://cntv.sbs/tv?auth=2309081833&id=mlzq
上海教育,https://cntv.sbs/tv?auth=2309081833&id=shjy
浦东电视台,https://cntv.sbs/tv?auth=2309081833&id=pdtv
茶频道,https://cntv.sbs/tv?auth=2309081833&id=cpd
快乐垂钓,https://cntv.sbs/tv?auth=2309081833&id=klcd
金鹰纪实,https://cntv.sbs/tv?auth=2309081833&id=jyjs
金鹰卡通,https://cntv.sbs/tv?auth=2309081833&id=jykt
嘉佳卡通,https://cntv.sbs/tv?auth=2309081833&id=jjkt
财富天下,https://cntv.sbs/tv?auth=2309081833&id=cftx
CETV1,https://cntv.sbs/tv?auth=2309081833&id=cetv1
CETV2,https://cntv.sbs/tv?auth=2309081833&id=cetv2
CETV3,http://txycetvbl.centv.cn/cetv3/bjdm.m3u8
CETV4,https://cntv.sbs/tv?auth=2309081833&id=cetv4
梨园频道,https://pi.0472.org/tv/hn.php?id=154
中国天气,https://cntv.sbs/tv?auth=2309081833&id=zgtq
福建综合,https://cntv.sbs/tv?auth=2309081833&id=fjzh
福建新闻,https://cntv.sbs/tv?auth=2309081833&id=fjxw
福建电视剧,https://cntv.sbs/tv?auth=2309081833&id=fjdsj
福建文体,https://cntv.sbs/tv?auth=2309081833&id=fjwt
福建少儿,https://cntv.sbs/tv?auth=2309081833&id=fjse
福建旅游,https://cntv.sbs/tv?auth=2309081833&id=fjly
福建经济,https://cntv.sbs/tv?auth=2309081833&id=fjjj
福建公共,https://cntv.sbs/tv?auth=2309081833&id=fjgg
福建教育,https://cntv.sbs/tv?auth=2309081833&id=fjjy
浙江公共新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江频道,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
看天下精选,https://cntv.sbs/tv?auth=2309081833&id=ktxjx
华语影院,https://cntv.sbs/tv?auth=2309081833&id=hyyy
电竞天堂,https://cntv.sbs/tv?auth=2309081833&id=djtt
青春动漫,https://cntv.sbs/tv?auth=2309081833&id=qcdm
星光影院,https://cntv.sbs/tv?auth=2309081833&id=xgyy
谍战剧场,https://cntv.sbs/tv?auth=2309081833&id=dzjc
全球大片,https://cntv.sbs/tv?auth=2309081833&id=qqdp
热门剧场,https://cntv.sbs/tv?auth=2309081833&id=rmjc
热门综艺,https://cntv.sbs/tv?auth=2309081833&id=rmzy
戏曲精选,https://cntv.sbs/tv?auth=2309081833&id=xqjx
健康养生,https://cntv.sbs/tv?auth=2309081833&id=jkys
百变课堂,https://cntv.sbs/tv?auth=2309081833&id=bbkt
宝宝动画,https://cntv.sbs/tv?auth=2309081833&id=bbdh
凤凰中文,https://cntv.sbs/tv/cbn.php?id=xfjcHD
翡翠台,https://pi.0472.org/tv/fct.php?auth=2309081833
明珠台,https://pi.0472.org/tv/mzt.php?auth=2309081833
澳视澳门,https://pi.0472.org/tv/asam.php?auth=2309081833
澳亚卫视,https://pi.0472.org/tv/aoya.php?auth=2309081833
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
莲花卫视,https://cntv.sbs/tv/lhws.php
CHC动作电影,http://cntv.sbs/tv/cbn.php?id=chcdzdyHD
CHC家庭影院,http://cntv.sbs/tv/cbn.php?id=chcjtyyHD
CHC高清电影,http://cntv.sbs/tv/cbn.php?id=chcgqdyHD
CGTN,https://cntv.sbs/tv?auth=2309081833&id=cgtn
CGTN记录,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
NHKWORLD,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
Thai PBS 3,http://thaipbs-live.cdn.byteark.com/live/playlist_1080p/index.m3u8
LoveNature 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
FASHIONTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
金砖电视,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
亚洲新闻720P,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
亚洲新闻1080P,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
日·QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
韩·BBS佛教,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8
韩·EBS-1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
韩·EBS-1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
韩·EBS-1,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
韩·EBS-2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
韩·EBS-2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
韩·EBS少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8
韩·KBC,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
韩·SBS,http://1.245.74.5:1935/live/tv/.m3u8
韩·阿里郎,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韩·阿里郎WORLD,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8
韩·HotPlusTV,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
VB,http://live.tv2bornholm.dk/stream/live/chunklist.m3u8
俄·IGITV蓝光,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
俄·RBC(Opt-1)[996*560],http://92.50.128.180/utv/1358/index.m3u8
美·NASA Public Channel,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8
美·NASA Public Channel,https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master_2000.m3u8
美·红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
美·红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
乌·M2音乐,http://live.m2.tv/hls3/stream.m3u8
西·加利西亚欧洲体育电视台,http://europa-crtvg.flumotion.com/playlist.m3u8
希·FoxTV,http://live.streams.ovh:1935/foxtv/foxtv/playlist.m3u8
越·HBTV,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
ABC新闻,http://cms-wowza.lunabyte.io/wbrz-live-1/_definst_/smil:wbrz-live.smil/chunklist_b1300000.m3u8
NewsmaxTV,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
PBSAmerica,https://pbs-samsunguk.amagi.tv/playlist.m3u8
moviesphere,https://moviesphere-samsung-samsungus.amagi.tv/playlist.m3u8
EdgeSport,https://edgesport-samsunguk.amagi.tv/playlist.m3u8
CanadaOne,http://cdn8.live247stream.com/canadaone/tv/playlist.m3u8
CA,https://rcavlive.akamaized.net/hls/live/704025/xcanrdi/master.m3u8
InsightTV,https://insighttv-samsung-canada.amagi.tv/playlist.m3u8
Astrakhan24(Opt-2),http://streaming.astrakhan.ru/astrakhan24/index.m3u8
Самара,http://live.guberniatv.cdnvideo.ru/guberniatv/guberniatv.sdp/playlist.m3u8
Comedy,http://51.210.199.27/hls/stream.m3u8
Documentary,http://51.210.199.23/hls/stream.m3u8
Family,http://51.210.199.19/hls/stream.m3u8
Iranian,http://51.210.199.22/hls/stream.m3u8
Music,http://51.210.199.24/hls/stream.m3u8
Nostalgia,http://51.210.199.20/hls/stream.m3u8
韩国-Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韩国-EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
韩国-EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
韩国-EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
韩国-KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
韩国-MBC综合频道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
韩国-NBS Korea Agricultural Broadc,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
日本购物1,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8
日本Shop Channel,https://stream3.shopch.jp/HLS/master.m3u8
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist1.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
儒释道经,https://live.ciguang.tv/live/hdtv.m3u8?auth_key=5216465889-0-0-701a98b03302233fc07fa2ee9e85d39b
